window,phi
0.13 0.11 0.12 0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00 1.00 0.99 1.00,0.1929646375385886
0.13 0.10 0.11 0.12 0.13 0.11 0.12 0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96,0.2871699204533281
0.10 0.11 0.12 0.13 0.11 0.12 0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00,0.30180888286888075
0.11 0.12 0.13 0.11 0.12 0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00 1.00,0.2624559044493615
0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00 1.00 0.99 1.00 0.99 0.96 0.97 1.00 0.98 0.98 0.98 0.97 0.99,0.06590929812761726
0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00 1.00 0.99 1.00 0.99 0.96 0.97 1.00 0.98 0.98 0.98 0.97 0.99 1.00,0.44106931879075073
0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00 1.00 0.99 1.00 0.99 0.96 0.97,0.06966201830060215
0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00 1.00 0.99 0.99 0.96 1.00 1.00 0.99 1.00 0.99 0.96 0.97 1.00,0.08670400119616761
0.01 0.01 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,0.0
0.01 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00,0.9019786744666478
0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01,0.09084308475795189
0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.00,0.8646633634088633
0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.02 0.02 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.01 0.01,0.013605174956300536
0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.02 0.02 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.01 0.01 0.00,0.7672582170960157
0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.01 0.01 0.01 0.01,0.06590898455125216
0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.00,0.9275592055854716
0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01,0.006733942192769571
0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00,0.9364033366634117
0.11 0.10 0.13 0.11 0.11 0.13 0.10 0.11 0.12 0.13 0.11 0.12 0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99,0.5945788543189631
0.10 0.13 0.11 0.11 0.13 0.10 0.11 0.12 0.13 0.11 0.12 0.13 0.12 0.12 0.61 0.91 0.97 0.93 0.97 0.99 0.99 0.99 0.99 0.99 1.00,0.545443563844952
1.00 0.99 0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26 0.00,0.999418449041702
0.99 0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26 0.00 0.00,0.9872462928755946
1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26 0.00 0.00 0.00 0.00 0.00,0.8252865241770876
0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26 0.00 0.00 0.00 0.00 0.00 0.00,0.7542508779542482
0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26 0.00 0.00 0.00 0.00,0.8930758803225869
0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26 0.00 0.00 0.00,0.9502729103098042
0.10 0.09 0.10 0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99,0.6467927980581093
0.09 0.10 0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99 0.99,0.5818038402040351
0.10 0.09 0.10 0.09 0.10 0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99,0.7881071499764242
0.09 0.10 0.09 0.10 0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00,0.7268760405829813
0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99 0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97,0.029627425959286358
0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99 0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00,0.19335469883715284
0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99 0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00,0.42906573601687925
0.10 0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99 0.99 0.98,0.5086635118512919
0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96 0.99 1.00 0.99 0.99 0.98 1.00,0.47892033599430317
0.99 1.00 0.99 0.99 0.98 1.00 0.99 0.99 0.99 0.95 0.95 0.91 0.94 0.98 0.99 0.98 0.99 0.97 1.00 1.00 0.99 0.97 0.98 0.82 0.26,0.9999861964394178
0.11 0.10 0.09 0.10 0.09 0.10 0.11 0.10 0.10 0.09 0.11 0.10 0.10 0.12 0.09 0.12 0.11 0.10 0.18 0.71 0.94 0.97 0.93 0.98 0.96,0.832716952498556
0.01 0.02 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,0.006733942192769571
0.02 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00,0.9560623798592158
0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.02 0.00 0.01 0.00 0.00 0.00,0.5401610098810532
0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.02 0.00 0.01 0.00 0.00 0.00 0.00,0.48304086281154635
0.00 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.02 0.00 0.01 0.00 0.00,0.5401610098810532
0.01 0.00 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.02 0.00 0.01 0.00,0.6016606809009974
0.01 0.01 0.00 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.02 0.00 0.01,0.10394695794444508
0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.40 1.00 1.00,0.9950494314769884
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.40 1.00 1.00 1.00,0.9687458855522706
0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.40 1.00,0.9999679510958484
0.02 0.01 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.40,0.9999936509519518
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.71 1.00 1.00,0.9889372753915776
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.71 1.00 1.00 1.00,0.9537484927235456
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.71 1.00 1.00 1.00 1.00,0.8976336371015006
0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01,0.026744195561101636
0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.02 0.01 0.01 0.01 0.01 0.02 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.00,0.6983129773957616
0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.00,0.32487374421658066
0.01 0.01 0.01 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00,0.28346771435292417
0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.01 0.01,0.4182209242643876
0.01 0.01 0.02 0.01 0.02 0.01 0.01 0.02 0.02 0.02 0.01 0.01 0.04 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.00 0.01,0.090843320940167
0.01 0.02 0.01 0.02 0.01 0.01 0.02 0.02 0.02 0.01 0.01 0.04 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.00 0.01 0.00,0.7437748212011595
0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01,0.14605970296704796
0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00,0.7235453701172361
0.04 0.03 0.04 0.03 0.03 0.03 0.04 0.05 0.04 0.04 0.04 0.04 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.76 1.00,0.9994485764220756
0.03 0.04 0.03 0.03 0.03 0.04 0.05 0.04 0.04 0.04 0.04 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.76 1.00 1.00,0.9874656553126874
0.03 0.04 0.03 0.04 0.03 0.03 0.03 0.04 0.05 0.04 0.04 0.04 0.04 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.76,0.9999937390789613
0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.03 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.05 0.04 0.06 0.04 0.04 0.42 1.00,0.999966665988915
0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.03 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.05 0.04 0.06 0.04 0.04 0.42 1.00 1.00,0.9949972204448513
0.02 0.02 0.02 0.04 0.02 0.01 0.02 0.02 0.04 0.02 0.04 0.02 0.02 0.04 0.04 0.05 0.02 0.02 0.02 0.01 0.02 0.02 0.02 0.01 0.01,0.5401616647315055
0.02 0.02 0.04 0.02 0.01 0.02 0.02 0.04 0.02 0.04 0.02 0.02 0.04 0.04 0.05 0.02 0.02 0.02 0.01 0.02 0.02 0.02 0.01 0.01 0.00,0.8434608157883359
0.04 0.02 0.04 0.02 0.02 0.02 0.04 0.02 0.04 0.05 0.01 0.02 0.02 0.02 0.02 0.04 0.02 0.02 0.01 0.01 0.01 0.04 0.02 0.01 0.05,0.8519986328152099
0.02 0.04 0.02 0.02 0.02 0.04 0.02 0.04 0.05 0.01 0.02 0.02 0.02 0.02 0.04 0.02 0.02 0.01 0.01 0.01 0.04 0.02 0.01 0.05 0.00,0.7962676659847933
0.23 0.23 0.25 0.22 0.23 0.22 0.23 0.25 0.22 0.28 0.27 0.25 0.25 0.21 0.25 0.21 0.20 0.22 0.20 0.23 0.21 0.21 0.23 0.23 0.25,0.3497744993257865
0.23 0.25 0.22 0.23 0.22 0.23 0.25 0.22 0.28 0.27 0.25 0.25 0.21 0.25 0.21 0.20 0.22 0.20 0.23 0.21 0.21 0.23 0.23 0.25 0.26,0.5773669581853762
0.20 0.20 0.21 0.20 0.21 0.20 0.20 0.21 0.23 0.25 0.21 0.22 0.20 0.21 0.20 0.19 0.17 0.20 0.20 0.17 0.19 0.20 0.19 0.20 0.21,0.09768513784754762
0.20 0.21 0.20 0.21 0.20 0.20 0.21 0.23 0.25 0.21 0.22 0.20 0.21 0.20 0.19 0.17 0.20 0.20 0.17 0.19 0.20 0.19 0.20 0.21 0.26,0.9813746214904271
0.25 0.25 0.23 0.28 0.25 0.26 0.26 0.28 0.26 0.25 0.25 0.25 0.25 0.28 0.27 0.25 0.25 0.25 0.26 0.26 0.25 0.26 0.26 0.25 0.23,0.8831363079926592
0.25 0.23 0.28 0.25 0.26 0.26 0.28 0.26 0.25 0.25 0.25 0.25 0.28 0.27 0.25 0.25 0.25 0.26 0.26 0.25 0.26 0.26 0.25 0.23 0.26,0.05127043898142403
0.98 0.99 0.96 0.98 0.80 0.37 0.94 0.94 0.95 0.94 0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99 1.00 0.98 0.98 0.95 0.98 0.96,0.01934382621441455
0.99 0.96 0.98 0.80 0.37 0.94 0.94 0.95 0.94 0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99 1.00 0.98 0.98 0.95 0.98 0.96 0.99,0.09259898754181661
0.46 0.46 0.54 0.48 0.49 0.48 0.36 0.36 0.35 0.35 0.37 0.36 0.33 0.35 0.36 0.40 0.36 0.31 0.33 0.36 0.36 0.98 0.96 0.98 0.98,0.9175618858109278
0.46 0.54 0.48 0.49 0.48 0.36 0.36 0.35 0.35 0.37 0.36 0.33 0.35 0.36 0.40 0.36 0.31 0.33 0.36 0.36 0.98 0.96 0.98 0.98 0.99,0.8632781691118613
0.94 0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99 1.00 0.98 0.98 0.95 0.98 0.96 0.99 0.98 0.99 0.98 0.96 0.99 0.96 0.96 0.98,0.12163146053217788
0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99 1.00 0.98 0.98 0.95 0.98 0.96 0.99 0.98 0.99 0.98 0.96 0.99 0.96 0.96 0.98 0.99,0.40733800590085434
0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99 1.00 0.98 0.98 0.95 0.98 0.96 0.99 0.98 0.99 0.98 0.96 0.99 0.96 0.96 0.98 0.99 1.00,0.6979707550476477
0.98 0.98 0.96 0.98 0.96 0.99 0.98 0.99 0.96 0.98 0.80 0.37 0.94 0.94 0.95 0.94 0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99,0.09435035851241347
0.98 0.96 0.98 0.96 0.99 0.98 0.99 0.96 0.98 0.80 0.37 0.94 0.94 0.95 0.94 0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98 0.99 1.00,0.12624996456248638
0.31 0.30 0.30 0.28 0.31 0.28 0.31 0.28 0.33 0.33 0.30 0.31 0.28 0.31 0.36 0.31 0.30 0.28 0.31 0.31 0.30 0.28 0.27 0.26 0.26,0.7737111704744115
0.30 0.30 0.28 0.31 0.28 0.31 0.28 0.33 0.33 0.30 0.31 0.28 0.31 0.36 0.31 0.30 0.28 0.31 0.31 0.30 0.28 0.27 0.26 0.26 0.26,0.7029924811418629
0.28 0.33 0.33 0.30 0.31 0.28 0.31 0.36 0.31 0.30 0.28 0.31 0.31 0.30 0.28 0.27 0.26 0.26 0.26 0.27 0.27 0.25 0.30 0.37 0.23,0.8518795583232089
0.33 0.33 0.30 0.31 0.28 0.31 0.36 0.31 0.30 0.28 0.31 0.31 0.30 0.28 0.27 0.26 0.26 0.26 0.27 0.27 0.25 0.30 0.37 0.23 0.26,0.3842989806599161
0.31 0.36 0.31 0.30 0.28 0.31 0.31 0.30 0.28 0.27 0.26 0.26 0.26 0.27 0.27 0.25 0.30 0.37 0.23 0.26 0.31 0.30 0.28 0.25 0.27,0.12806600815129454
0.36 0.31 0.30 0.28 0.31 0.31 0.30 0.28 0.27 0.26 0.26 0.26 0.27 0.27 0.25 0.30 0.37 0.23 0.26 0.31 0.30 0.28 0.25 0.27 0.26,0.2574814114998225
0.95 0.95 0.96 0.96 0.96 0.95 0.98 0.96 0.96 0.98 0.96 0.96 0.96 0.96 0.96 0.96 0.98 0.95 0.96 0.98 0.98 0.98 0.99 0.95 0.95,0.47614028884834647
0.95 0.96 0.96 0.96 0.95 0.98 0.96 0.96 0.98 0.96 0.96 0.96 0.96 0.96 0.96 0.98 0.95 0.96 0.98 0.98 0.98 0.99 0.95 0.95 0.99,0.851998632815213
0.99 0.98 0.98 0.96 0.98 0.96 0.99 0.98 0.99 0.96 0.98 0.80 0.37 0.94 0.94 0.95 0.94 0.94 0.94 0.95 0.98 0.98 0.96 0.98 0.98,0.06367872394746765
0.01 0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.11750254585673647
0.00 0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.09084308475795211
0.01 0.01 0.01 0.01 0.02 0.01 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,0.06590898455125227
0.01 0.01 0.01 0.02 0.01 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00,0.9775587753237767
0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00,0.6544076731096165
0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00,0.5888861868566382
0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.00 0.00,0.7235453701172361
0.01 0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,0.1767073715030808
0.01 0.01 0.01 0.00 0.01 0.00 0.00 0.00 0.01 0.01 0.00 0.00 0.01 0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00,0.6544076731096162
0.02 0.02 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.21 0.63 0.76 0.49 0.61 0.77 0.84 0.84 0.57 0.67 0.84 0.99 1.00 1.00 1.00,0.6136032175032989
0.02 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.21 0.63 0.76 0.49 0.61 0.77 0.84 0.84 0.57 0.67 0.84 0.99 1.00 1.00 1.00 1.00,0.5529041446978096
0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.21 0.63 0.76 0.49 0.61 0.77 0.84 0.84 0.57 0.67 0.84 0.99 1.00 1.00 1.00 1.00 1.00,0.49671113725744964
0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.21 0.63 0.76 0.49 0.61 0.77 0.84 0.84 0.57 0.67 0.84 0.99 1.00 1.00 1.00 1.00 1.00 1.00,0.44471995351506455
0.02 0.02 0.02 0.02 0.02 0.02 0.21 0.63 0.76 0.49 0.61 0.77 0.84 0.84 0.57 0.67 0.84 0.99 1.00 1.00 1.00 1.00 1.00 1.00 1.00,0.397444270585106
0.02 0.02 0.02 0.02 0.02 0.21 0.63 0.76 0.49 0.61 0.77 0.84 0.84 0.57 0.67 0.84 0.99 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00,0.3544761611377115
0.00 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.09084308475795211
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.6544076731096162
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,0.5888861868566382
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,0.0
0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00,0.9999938550350971
0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01,0.24515951343558007
0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00,0.5276320009399174
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01,0.28346771435292395
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.00 0.01 0.00,0.5276320009399174
